State,District,Year,Total_Schools,Primary_Enrollment,Upper_Primary_Enrollment,Secondary_Enrollment,Dropout_Rate_Primary,Dropout_Rate_Secondary,Girls_Enrollment_Percent,Teachers_Per_School
Delhi,Delhi District 2,2020,1182,185574,152838,94834,9.1,13.6,45.7,4.5
Delhi,Delhi District 2,2021,1182,236400,151634,107333,2.9,25.2,45.0,2.6
Delhi,Delhi District 2,2022,1182,206850,148182,81987,6.4,25.2,46.8,3.5
Delhi,Delhi District 2,2023,1182,143022,98377,59251,11.3,22.7,49.8,2.0
Delhi,Delhi District 3,2018,1352,267696,220324,135987,17.0,6.0,44.2,2.5
Delhi,Delhi District 3,2019,1352,189280,142035,82792,13.5,16.1,47.4,2.8
Delhi,Delhi District 3,2020,1352,179816,142201,98844,6.7,11.4,48.5,3.9
Delhi,Delhi District 3,2021,1352,174408,115895,87665,2.0,16.6,44.1,1.7
Delhi,Delhi District 3,2022,1352,123032,101210,61936,11.2,15.9,47.6,2.4
Delhi,Delhi District 3,2023,1352,181168,142490,80102,15.7,29.8,44.8,2.6
Delhi,Delhi District 4,2018,1388,162396,102734,81924,4.6,8.5,43.4,4.1
Delhi,Delhi District 4,2019,1388,212364,175922,134713,13.9,16.4,50.0,1.6
Delhi,Delhi District 4,2020,1388,162396,102373,63189,10.7,20.9,42.4,3.5
Delhi,Delhi District 4,2021,1388,277600,228012,131076,15.4,23.8,46.1,3.2
Delhi,Delhi District 4,2022,1388,163784,122609,94595,5.7,10.1,50.4,2.3
Delhi,Delhi District 4,2023,1388,112428,74859,45714,10.4,23.8,49.5,3.2
Jammu & Kashmir,Jammu & Kashmir District 1,2018,1478,143366,88684,55633,2.3,17.3,48.2,2.7
Jammu & Kashmir,Jammu & Kashmir District 1,2019,1478,146322,119588,76504,9.8,25.9,45.5,4.1
Jammu & Kashmir,Jammu & Kashmir District 1,2020,1478,149278,109700,62771,2.3,6.5,48.8,2.5
Jammu & Kashmir,Jammu & Kashmir District 1,2021,1478,158146,116265,66190,13.6,14.0,49.9,4.4
Jammu & Kashmir,Jammu & Kashmir District 1,2022,1478,277864,191563,138754,12.8,10.5,44.9,4.3
Jammu & Kashmir,Jammu & Kashmir District 1,2023,1478,255694,177387,139297,4.5,25.5,45.8,3.1
Jammu & Kashmir,Jammu & Kashmir District 2,2018,1808,303744,216284,171070,6.7,14.3,48.8,3.2
Jammu & Kashmir,Jammu & Kashmir District 2,2019,1808,271200,179997,116961,12.2,18.9,51.9,4.4
Jammu & Kashmir,Jammu & Kashmir District 2,2020,1808,151872,96327,55109,8.6,25.1,44.9,1.7
Jammu & Kashmir,Jammu & Kashmir District 2,2021,1808,292896,239608,187022,14.9,24.2,46.5,2.2
Jammu & Kashmir,Jammu & Kashmir District 2,2022,1808,144640,106543,69880,13.6,29.9,44.3,2.6
Jammu & Kashmir,Jammu & Kashmir District 2,2023,1808,305552,219343,165282,14.9,13.8,49.7,2.3
Jammu & Kashmir,Jammu & Kashmir District 3,2018,1187,163806,99352,71192,17.5,9.2,46.1,3.9
Jammu & Kashmir,Jammu & Kashmir District 3,2019,1187,112765,86418,57037,5.1,9.7,44.7,3.1
Jammu & Kashmir,Jammu & Kashmir District 3,2020,1187,237400,146695,95097,6.2,16.8,48.3,3.1
Jammu & Kashmir,Jammu & Kashmir District 3,2021,1187,121074,73409,55157,17.5,10.2,42.9,3.3
Jammu & Kashmir,Jammu & Kashmir District 3,2022,1187,142440,120052,90654,12.4,25.8,45.9,3.1
Jammu & Kashmir,Jammu & Kashmir District 3,2023,1187,174489,133267,106114,15.5,25.9,44.6,3.6
Jammu & Kashmir,Jammu & Kashmir District 4,2018,2048,313344,251565,178739,4.2,21.4,45.0,3.3
Jammu & Kashmir,Jammu & Kashmir District 4,2019,2048,333824,241252,140004,12.0,17.8,45.4,4.0
Jammu & Kashmir,Jammu & Kashmir District 4,2020,2048,268288,217082,159527,5.2,17.5,48.2,2.2
Jammu & Kashmir,Jammu & Kashmir District 4,2021,2048,186368,157732,98847,12.7,11.9,48.2,3.3
Jammu & Kashmir,Jammu & Kashmir District 4,2022,2048,376832,234366,132437,17.3,7.8,47.9,2.9
Jammu & Kashmir,Jammu & Kashmir District 4,2023,2048,206848,159000,90022,17.5,9.5,51.7,1.9
Puducherry,Puducherry District 1,2018,2070,343620,270688,151900,10.1,6.2,47.0,3.5
Puducherry,Puducherry District 1,2019,2070,207000,150008,112701,7.0,21.9,50.3,4.3
Puducherry,Puducherry District 1,2020,2070,256680,176148,109590,3.3,12.0,48.4,2.6
Puducherry,Puducherry District 1,2021,2070,233910,196366,129536,16.3,13.4,44.6,3.0
Puducherry,Puducherry District 1,2022,2070,393300,288078,221644,10.4,24.9,44.3,3.4
Puducherry,Puducherry District 1,2023,2070,399510,275570,158088,10.8,9.6,47.6,2.0
Puducherry,Puducherry District 2,2018,354,32214,20797,11650,10.7,26.4,46.5,2.5
Puducherry,Puducherry District 2,2019,354,60888,46426,35544,13.0,6.2,43.6,2.6
Puducherry,Puducherry District 2,2020,354,59118,47221,30257,3.0,7.7,44.6,3.5
Puducherry,Puducherry District 2,2021,354,44958,36965,27151,11.9,7.1,48.3,3.3
Puducherry,Puducherry District 2,2022,354,31506,25467,18299,6.9,12.6,43.4,3.9
Puducherry,Puducherry District 2,2023,354,64428,42103,33169,6.7,13.9,46.7,4.2
Puducherry,Puducherry District 3,2018,820,99220,66932,39174,6.1,20.8,46.1,2.2
Puducherry,Puducherry District 3,2019,820,150060,107319,72947,12.2,22.5,42.9,4.2
Puducherry,Puducherry District 3,2020,820,90200,73579,42605,15.2,20.0,43.3,2.2
Puducherry,Puducherry District 3,2021,820,126280,79544,54296,7.6,17.2,47.0,4.3
Puducherry,Puducherry District 3,2022,820,110700,83942,48219,17.4,22.2,45.0,3.5
Puducherry,Puducherry District 3,2023,820,121360,87320,49029,14.9,23.6,43.5,4.0
Puducherry,Puducherry District 4,2018,1819,209185,142055,97857,5.3,27.0,42.0,3.6
Puducherry,Puducherry District 4,2019,1819,169167,121104,94343,4.0,24.6,45.7,2.9
Puducherry,Puducherry District 4,2020,1819,247384,176034,122186,1.7,18.6,51.4,2.2
Puducherry,Puducherry District 4,2021,1819,214642,181508,114640,1.8,14.9,46.1,1.7
Puducherry,Puducherry District 4,2022,1819,225556,135869,91907,9.3,21.1,47.1,2.9
Puducherry,Puducherry District 4,2023,1819,258298,197775,111045,10.4,24.6,49.8,2.6
