State,District,Year,Education_Literacy_Index,Healthcare_Access_Index,Food_Security_Index,Employment_Income_Index
Haryana,HR_District_10,2022,57.95,52.41,63.77,55.5
Haryana,HR_District_10,2023,57.01,51.77,64.36,57.69
Haryana,HR_District_11,2018,52.93,60.39,70.9,46.29
Haryana,HR_District_11,2019,54.2,61.68,72.17,47.28
Haryana,HR_District_11,2020,55.68,63.27,72.91,49.8
Haryana,HR_District_11,2021,56.57,65.51,73.07,50.92
Haryana,HR_District_11,2022,59.91,63.91,76.07,53.19
Haryana,HR_District_11,2023,59.89,67.19,78.61,55.13
Haryana,HR_District_12,2018,68.97,61.34,73.71,41.48
Haryana,HR_District_12,2019,70.45,62.3,74.66,43.27
Haryana,HR_District_12,2020,71.03,64.05,75.94,44.58
Haryana,HR_District_12,2021,71.77,65.07,75.66,45.34
Haryana,HR_District_12,2022,74.6,67.56,79.18,46.64
Haryana,HR_District_12,2023,75.99,69.57,80.58,45.48
Haryana,HR_District_13,2018,56.0,55.34,72.67,53.18
Haryana,HR_District_13,2019,57.41,57.06,73.45,54.17
Haryana,HR_District_13,2020,57.71,57.35,74.66,54.8
Haryana,HR_District_13,2021,58.61,58.06,74.94,56.86
Haryana,HR_District_13,2022,60.11,60.71,76.75,58.62
Haryana,HR_District_13,2023,63.49,60.01,77.18,59.85
Haryana,HR_District_14,2018,56.6,59.39,56.01,42.47
Haryana,HR_District_14,2019,57.97,60.69,57.14,43.76
Haryana,HR_District_14,2020,59.81,62.87,58.08,44.19
Haryana,HR_District_14,2021,60.87,62.96,60.27,47.28
Haryana,HR_District_14,2022,60.6,65.94,59.18,47.28
Haryana,HR_District_14,2023,62.08,67.53,59.7,49.38
Haryana,HR_District_15,2018,60.8,62.38,64.63,62.93
Haryana,HR_District_15,2019,61.79,63.18,66.07,64.65
Haryana,HR_District_15,2020,63.11,64.1,67.29,66.03
Haryana,HR_District_15,2021,63.57,65.23,66.54,67.11
Haryana,HR_District_15,2022,67.82,65.79,67.66,66.65
Haryana,HR_District_15,2023,67.69,68.32,72.28,67.78
Haryana,HR_District_16,2018,72.04,65.34,71.55,43.35
Haryana,HR_District_16,2019,72.99,66.63,72.22,45.0
Haryana,HR_District_16,2020,74.96,68.46,74.2,46.55
Haryana,HR_District_16,2021,76.14,67.74,74.73,46.36
Haryana,HR_District_16,2022,78.7,71.8,77.42,47.89
Haryana,HR_District_16,2023,77.83,69.79,76.3,47.42
Haryana,HR_District_17,2018,66.4,68.9,66.19,51.31
Haryana,HR_District_17,2019,68.18,70.43,67.78,52.16
Haryana,HR_District_17,2020,69.01,71.89,69.04,53.61
Haryana,HR_District_17,2021,71.07,72.99,70.04,54.67
Haryana,HR_District_17,2022,72.15,74.92,71.65,54.74
Haryana,HR_District_17,2023,75.05,73.02,72.49,55.41
Haryana,HR_District_18,2018,58.9,68.47,66.26,55.76
Haryana,HR_District_18,2019,60.17,69.91,67.39,57.22
Haryana,HR_District_18,2020,62.31,70.38,67.64,57.82
Haryana,HR_District_18,2021,62.29,71.43,68.07,59.15
Haryana,HR_District_18,2022,64.24,71.94,71.57,61.88
Haryana,HR_District_18,2023,62.96,73.08,71.11,62.4
Haryana,HR_District_19,2018,68.88,67.0,51.95,52.92
Haryana,HR_District_19,2019,70.64,68.18,52.58,54.59
Haryana,HR_District_19,2020,72.35,68.82,53.62,56.0
Haryana,HR_District_19,2021,73.67,70.34,55.99,57.99
Haryana,HR_District_19,2022,73.64,71.57,57.74,58.09
Haryana,HR_District_19,2023,77.75,73.44,56.91,57.62
Haryana,HR_District_20,2018,66.21,51.53,68.65,54.81
Haryana,HR_District_20,2019,67.11,52.38,69.82,56.45
Haryana,HR_District_20,2020,68.48,53.64,70.43,57.04
Haryana,HR_District_20,2021,70.97,56.79,73.3,59.89
Haryana,HR_District_20,2022,69.59,54.86,74.33,59.43
Haryana,HR_District_20,2023,70.38,60.14,72.4,60.79
Kerala,KL_District_1,2018,64.18,53.95,61.79,52.29
Kerala,KL_District_1,2019,65.9,55.42,62.59,53.11
Kerala,KL_District_1,2020,67.38,57.03,64.28,55.7
Kerala,KL_District_1,2021,68.86,58.07,64.22,55.37
Kerala,KL_District_1,2022,70.9,60.13,67.48,55.56
Kerala,KL_District_1,2023,70.28,62.31,65.64,60.17
Kerala,KL_District_2,2018,58.78,53.85,73.77,48.45
Kerala,KL_District_2,2019,60.44,54.76,74.69,50.1
Kerala,KL_District_2,2020,61.75,56.33,75.3,50.37
Kerala,KL_District_2,2021,63.86,58.92,78.01,51.77
Kerala,KL_District_2,2022,62.52,57.54,77.9,52.81
Kerala,KL_District_2,2023,64.15,60.4,79.12,56.95
Kerala,KL_District_3,2018,59.39,47.23,62.91,58.43
Kerala,KL_District_3,2019,61.0,48.75,63.73,59.35
Kerala,KL_District_3,2020,62.03,49.66,64.92,60.95
Kerala,KL_District_3,2021,64.07,50.69,66.0,62.69
Kerala,KL_District_3,2022,63.7,54.31,67.11,64.88
Kerala,KL_District_3,2023,68.37,54.6,68.97,64.62
Kerala,KL_District_4,2018,64.59,54.89,55.3,51.13
Kerala,KL_District_4,2019,66.14,55.76,56.36,52.17
Kerala,KL_District_4,2020,67.71,57.55,58.08,53.78
Kerala,KL_District_4,2021,67.32,60.08,58.72,56.48
Kerala,KL_District_4,2022,71.55,58.66,60.14,55.41
Kerala,KL_District_4,2023,72.57,63.58,62.11,59.73
Kerala,KL_District_5,2018,50.11,53.62,52.87,61.79
Kerala,KL_District_5,2019,50.91,54.54,53.6,63.27
Kerala,KL_District_5,2020,53.22,57.08,54.77,64.23
Kerala,KL_District_5,2021,54.1,56.67,57.16,66.99
Kerala,KL_District_5,2022,54.83,59.14,58.74,68.98
Kerala,KL_District_5,2023,54.53,58.85,59.47,69.92
Kerala,KL_District_6,2018,58.68,53.69,62.89,57.67
Kerala,KL_District_6,2019,60.45,54.67,63.8,59.1
Kerala,KL_District_6,2020,60.51,55.38,64.72,59.54
Kerala,KL_District_6,2021,61.56,57.57,66.65,60.36
Kerala,KL_District_6,2022,64.52,58.01,66.53,62.43
Kerala,KL_District_6,2023,63.1,62.53,68.22,63.06
Kerala,KL_District_7,2018,73.09,62.17,66.56,54.39
Kerala,KL_District_7,2019,74.39,63.57,67.55,56.1
Kerala,KL_District_7,2020,76.24,65.67,69.28,57.82
Kerala,KL_District_7,2021,75.75,64.72,68.76,57.66
Kerala,KL_District_7,2022,76.94,67.42,71.77,58.78
Kerala,KL_District_7,2023,77.57,67.4,72.78,63.32
Kerala,KL_District_8,2018,51.6,66.91,69.83,51.76
Kerala,KL_District_8,2019,52.43,68.57,70.92,53.12
Kerala,KL_District_8,2020,55.13,69.96,71.07,54.93
Kerala,KL_District_8,2021,54.71,69.71,73.2,55.96
Kerala,KL_District_8,2022,58.2,70.82,74.81,57.51
Kerala,KL_District_8,2023,57.79,71.19,77.77,58.32
Kerala,KL_District_9,2018,59.78,46.72,65.21,51.22
Kerala,KL_District_9,2019,61.17,47.76,66.69,52.91
Kerala,KL_District_9,2020,62.95,49.52,66.44,53.81
Kerala,KL_District_9,2021,62.64,49.6,69.94,56.03
Kerala,KL_District_9,2022,64.8,53.67,67.94,55.61
Kerala,KL_District_9,2023,64.06,54.46,70.67,59.99
Kerala,KL_District_10,2018,69.58,55.06,69.24,42.94
Kerala,KL_District_10,2019,71.15,56.63,70.34,44.53
Kerala,KL_District_10,2020,71.69,57.36,72.07,44.71
Kerala,KL_District_10,2021,74.06,58.02,71.41,46.37
Kerala,KL_District_10,2022,73.88,61.24,73.03,47.81
Kerala,KL_District_10,2023,76.81,59.06,72.41,51.86
Kerala,KL_District_11,2018,61.16,64.83,52.64,50.51
Kerala,KL_District_11,2019,62.73,65.7,53.35,52.01
Kerala,KL_District_11,2020,63.01,67.24,54.52,53.86
Kerala,KL_District_11,2021,64.61,69.05,55.94,54.15
Kerala,KL_District_11,2022,65.99,71.36,56.03,56.77
Kerala,KL_District_11,2023,66.97,71.9,59.61,56.1
Kerala,KL_District_12,2018,67.09,63.38,55.97,46.49
Kerala,KL_District_12,2019,68.72,64.69,56.72,47.97
Kerala,KL_District_12,2020,69.73,65.71,58.0,49.35
Kerala,KL_District_12,2021,71.83,66.54,58.91,50.98
Kerala,KL_District_12,2022,70.67,68.68,61.26,51.21
Kerala,KL_District_12,2023,74.82,67.54,60.25,52.41
Kerala,KL_District_13,2018,50.89,47.04,61.89,54.16
Kerala,KL_District_13,2019,52.02,48.11,63.31,55.22
Kerala,KL_District_13,2020,53.44,49.01,64.73,55.97
Kerala,KL_District_13,2021,55.26,52.02,65.16,56.72
Kerala,KL_District_13,2022,56.96,52.57,65.67,58.71
Kerala,KL_District_13,2023,55.71,53.29,67.36,60.67
Kerala,KL_District_14,2018,59.61,62.86,68.01,50.26
Kerala,KL_District_14,2019,60.92,64.24,69.12,51.21
Kerala,KL_District_14,2020,61.86,65.13,69.25,52.59
Kerala,KL_District_14,2021,62.97,67.35,70.11,52.87
Kerala,KL_District_14,2022,63.79,68.84,73.92,56.24
Kerala,KL_District_14,2023,65.84,70.53,72.13,58.27
Kerala,KL_District_15,2018,61.2,58.74,61.76,50.83
Kerala,KL_District_15,2019,62.41,59.9,62.84,52.54
Kerala,KL_District_15,2020,63.18,61.66,64.77,54.24
Kerala,KL_District_15,2021,64.56,63.33,64.36,53.8
Kerala,KL_District_15,2022,66.04,65.62,66.85,55.85
Kerala,KL_District_15,2023,69.47,66.18,68.77,56.58
Kerala,KL_District_16,2018,60.53,53.0,51.24,62.67
Kerala,KL_District_16,2019,62.2,53.99,52.17,64.14
Kerala,KL_District_16,2020,63.18,56.2,53.82,66.1
Kerala,KL_District_16,2021,64.84,55.85,55.87,66.49
Kerala,KL_District_16,2022,65.99,58.22,55.16,66.79
Kerala,KL_District_16,2023,66.39,57.49,55.62,69.77
Kerala,KL_District_17,2018,56.28,50.84,55.26,42.6
Kerala,KL_District_17,2019,57.48,52.14,55.88,44.07
Kerala,KL_District_17,2020,58.21,52.53,57.14,44.6
Kerala,KL_District_17,2021,59.1,53.37,58.21,46.24
Kerala,KL_District_17,2022,61.46,57.97,61.14,45.96
Kerala,KL_District_17,2023,62.88,58.72,60.54,47.01
Kerala,KL_District_18,2018,56.33,63.06,59.37,52.29
Kerala,KL_District_18,2019,58.03,64.48,60.07,53.63
Kerala,KL_District_18,2020,59.24,64.8,62.52,54.99
Kerala,KL_District_18,2021,60.38,68.35,63.0,54.82
Kerala,KL_District_18,2022,62.95,68.37,62.9,57.61
Kerala,KL_District_18,2023,60.91,70.38,64.0,60.75
Kerala,KL_District_19,2018,56.99,62.32,58.84,50.64
Kerala,KL_District_19,2019,57.88,63.26,60.35,51.48
Kerala,KL_District_19,2020,58.71,64.46,61.95,54.22
Kerala,KL_District_19,2021,60.05,66.03,62.16,55.74
Kerala,KL_District_19,2022,61.5,65.99,62.89,53.92
Kerala,KL_District_19,2023,61.89,66.49,62.7,57.22
Kerala,KL_District_20,2018,60.98,63.56,64.56,53.52
Kerala,KL_District_20,2019,62.63,65.16,65.99,54.52
Kerala,KL_District_20,2020,64.14,66.73,67.66,56.41
Kerala,KL_District_20,2021,64.3,66.52,68.86,56.03
Kerala,KL_District_20,2022,65.5,67.76,69.54,57.53
Kerala,KL_District_20,2023,69.81,70.25,71.94,59.47
Odisha,OD_District_1,2018,72.8,49.62,62.68,43.35
Odisha,OD_District_1,2019,73.63,50.61,63.59,44.48
Odisha,OD_District_1,2020,75.51,51.92,63.9,45.82
Odisha,OD_District_1,2021,78.12,54.62,65.9,48.3
Odisha,OD_District_1,2022,77.46,54.33,65.18,46.97
Odisha,OD_District_1,2023,80.94,55.86,68.0,51.73
Odisha,OD_District_2,2018,63.71,48.74,70.47,60.53
Odisha,OD_District_2,2019,64.53,49.75,72.04,61.81
Odisha,OD_District_2,2020,67.07,51.45,73.37,62.65
Odisha,OD_District_2,2021,69.11,53.39,73.6,65.44
Odisha,OD_District_2,2022,67.5,55.62,74.72,66.46
Odisha,OD_District_2,2023,71.57,53.12,75.62,68.93
Odisha,OD_District_3,2018,56.07,52.93,70.46,62.12
Odisha,OD_District_3,2019,57.45,53.91,71.29,63.52
Odisha,OD_District_3,2020,57.82,54.87,71.79,63.9
Odisha,OD_District_3,2021,60.56,56.13,72.68,65.79
Odisha,OD_District_3,2022,59.93,57.53,74.17,68.46
Odisha,OD_District_3,2023,63.24,60.44,73.94,70.08
Odisha,OD_District_4,2018,74.54,64.43,62.8,57.73
Odisha,OD_District_4,2019,76.31,65.59,63.74,58.6
Odisha,OD_District_4,2020,76.57,66.69,64.64,60.88
Odisha,OD_District_4,2021,78.47,68.94,64.65,61.59
Odisha,OD_District_4,2022,78.71,70.12,67.94,61.22
Odisha,OD_District_4,2023,79.85,70.5,69.57,63.92
Odisha,OD_District_5,2018,69.54,57.99,55.66,47.4
Odisha,OD_District_5,2019,70.86,59.6,56.74,49.02
Odisha,OD_District_5,2020,73.05,60.99,57.48,49.46
Odisha,OD_District_5,2021,72.41,62.56,59.24,52.02
Odisha,OD_District_5,2022,74.4,62.24,60.18,51.94
Odisha,OD_District_5,2023,75.99,66.8,62.05,54.77
Odisha,OD_District_6,2018,53.23,64.21,56.43,61.47
Odisha,OD_District_6,2019,54.74,65.8,57.25,62.79
Odisha,OD_District_6,2020,56.24,67.02,58.94,63.11
Odisha,OD_District_6,2021,55.99,69.15,60.12,64.22
Odisha,OD_District_6,2022,58.89,70.69,60.81,66.7
Odisha,OD_District_6,2023,59.87,70.71,61.3,69.69
Odisha,OD_District_7,2018,71.91,61.9,65.48,62.64
Odisha,OD_District_7,2019,73.46,63.14,66.48,63.62
Odisha,OD_District_7,2020,74.92,63.63,68.54,64.33
Odisha,OD_District_7,2021,75.55,64.69,67.33,67.11
Odisha,OD_District_7,2022,76.98,67.26,67.89,67.52
Odisha,OD_District_7,2023,77.49,69.83,72.39,66.91
Odisha,OD_District_8,2018,67.41,65.62,62.65,46.63
Odisha,OD_District_8,2019,68.95,66.71,63.35,48.15
Odisha,OD_District_8,2020,69.87,68.76,64.82,49.22
Odisha,OD_District_8,2021,70.9,70.98,66.52,51.86
Odisha,OD_District_8,2022,73.89,71.12,67.96,53.14
Odisha,OD_District_8,2023,73.28,69.77,66.15,54.01
Odisha,OD_District_9,2018,56.75,53.45,62.09,43.9
Odisha,OD_District_9,2019,58.21,54.91,62.73,45.21
Odisha,OD_District_9,2020,59.75,56.14,64.72,46.82
Odisha,OD_District_9,2021,61.61,56.84,66.15,48.02
Odisha,OD_District_9,2022,63.32,56.74,65.11,50.58
Odisha,OD_District_9,2023,65.66,59.47,69.21,51.57
Odisha,OD_District_10,2018,74.83,45.6,52.61,53.48
Odisha,OD_District_10,2019,76.43,46.83,53.94,54.58
Odisha,OD_District_10,2020,77.13,48.49,55.46,55.13
Odisha,OD_District_10,2021,78.96,50.07,55.71,58.01
Odisha,OD_District_10,2022,81.55,50.04,58.71,59.28
Odisha,OD_District_10,2023,83.47,50.09,59.11,59.12
Odisha,OD_District_11,2018,65.19,52.45,61.16,64.98
Odisha,OD_District_11,2019,66.25,53.81,62.73,66.64
Odisha,OD_District_11,2020,68.11,54.93,62.44,67.89
Odisha,OD_District_11,2021,69.6,56.3,63.11,69.54
Odisha,OD_District_11,2022,71.83,58.33,65.31,70.23
Odisha,OD_District_11,2023,70.04,59.86,64.99,69.7
Odisha,OD_District_12,2018,63.17,60.64,64.32,64.91
Odisha,OD_District_12,2019,64.48,61.78,65.8,65.72
Odisha,OD_District_12,2020,65.35,63.17,66.64,68.12
Odisha,OD_District_12,2021,66.4,65.78,68.43,69.54
Odisha,OD_District_12,2022,67.18,66.67,69.08,71.21
Odisha,OD_District_12,2023,70.99,66.54,72.16,72.76
Odisha,OD_District_13,2018,57.95,52.47,63.73,54.47
Odisha,OD_District_13,2019,59.59,53.58,64.45,55.86
Odisha,OD_District_13,2020,61.07,55.27,65.7,56.97
Odisha,OD_District_13,2021,62.36,57.38,65.85,57.49
Odisha,OD_District_13,2022,61.4,57.9,68.6,60.81
Odisha,OD_District_13,2023,63.1,61.41,68.98,58.8
Odisha,OD_District_14,2018,62.63,53.09,61.47,45.08
Odisha,OD_District_14,2019,63.94,54.8,62.23,46.41
Odisha,OD_District_14,2020,64.63,55.04,64.02,48.32
Odisha,OD_District_14,2021,67.79,55.8,65.11,49.47
Odisha,OD_District_14,2022,67.7,59.35,66.78,51.66
Odisha,OD_District_14,2023,69.2,58.02,67.8,52.54
Odisha,OD_District_15,2018,73.85,49.9,64.39,63.9
Odisha,OD_District_15,2019,74.81,51.49,65.19,64.84
Odisha,OD_District_15,2020,76.42,53.16,67.58,66.36
Odisha,OD_District_15,2021,76.92,55.08,66.6,68.84
Odisha,OD_District_15,2022,77.28,53.16,70.58,68.07
Odisha,OD_District_15,2023,78.3,54.58,71.83,72.02
Odisha,OD_District_16,2018,56.41,46.66,69.59,61.12
Odisha,OD_District_16,2019,57.86,48.32,70.63,62.41
Odisha,OD_District_16,2020,58.64,48.41,72.75,62.85
Odisha,OD_District_16,2021,60.53,52.02,71.66,63.57
Odisha,OD_District_16,2022,63.22,53.71,75.09,67.15
Odisha,OD_District_16,2023,64.64,52.35,75.5,67.11
Odisha,OD_District_17,2018,72.34,69.36,56.72,54.5
Odisha,OD_District_17,2019,73.16,70.68,57.42,56.19
Odisha,OD_District_17,2020,75.61,72.24,58.96,56.68
Odisha,OD_District_17,2021,76.52,74.04,59.72,59.04
Odisha,OD_District_17,2022,78.27,75.62,62.25,61.38
Odisha,OD_District_17,2023,76.65,73.9,61.78,62.26
Odisha,OD_District_18,2018,68.98,47.16,70.61,49.63
Odisha,OD_District_18,2019,70.06,48.23,71.86,50.65
Odisha,OD_District_18,2020,70.75,49.55,72.54,51.38
Odisha,OD_District_18,2021,73.02,49.69,73.48,55.01
Odisha,OD_District_18,2022,75.47,50.87,74.24,56.26
Odisha,OD_District_18,2023,77.76,52.0,74.55,54.2
Odisha,OD_District_19,2018,62.23,46.98,65.44,52.07
Odisha,OD_District_19,2019,63.8,48.51,66.92,53.37
Odisha,OD_District_19,2020,65.73,49.25,67.0,55.5
Odisha,OD_District_19,2021,66.92,49.74,67.67,54.97
Odisha,OD_District_19,2022,66.13,52.41,70.03,57.02
Odisha,OD_District_19,2023,69.96,55.58,70.48,59.97
Odisha,OD_District_20,2018,68.36,61.97,69.89,43.51
Odisha,OD_District_20,2019,69.69,62.9,70.85,45.03
Odisha,OD_District_20,2020,70.78,64.61,71.68,45.85
Odisha,OD_District_20,2021,72.91,65.43,74.61,47.21
Odisha,OD_District_20,2022,72.49,68.04,74.28,48.59
Odisha,OD_District_20,2023,73.76,67.6,75.35,48.27
Jharkhand,JH_District_1,2018,74.79,63.57,62.07,58.9
Jharkhand,JH_District_1,2019,75.98,65.36,62.74,60.0
Jharkhand,JH_District_1,2020,77.56,67.09,63.76,61.57
Jharkhand,JH_District_1,2021,79.54,67.5,65.44,64.02
Jharkhand,JH_District_1,2022,79.69,67.57,65.71,64.7
Jharkhand,JH_District_1,2023,80.71,69.42,69.2,63.3
Jharkhand,JH_District_2,2018,62.35,54.42,64.94,58.38
Jharkhand,JH_District_2,2019,63.56,55.54,66.5,59.69
Jharkhand,JH_District_2,2020,65.94,56.24,67.02,60.78
Jharkhand,JH_District_2,2021,66.9,56.97,67.05,60.98
Jharkhand,JH_District_2,2022,66.78,58.99,67.54,61.62
Jharkhand,JH_District_2,2023,70.04,62.58,68.43,66.33
Jharkhand,JH_District_3,2018,63.25,52.99,61.53,54.13
Jharkhand,JH_District_3,2019,64.97,54.77,62.69,55.18
Jharkhand,JH_District_3,2020,65.82,56.44,62.79,56.97
Jharkhand,JH_District_3,2021,67.01,55.64,63.49,58.03
Jharkhand,JH_District_3,2022,69.31,60.0,65.04,57.42
Jharkhand,JH_District_3,2023,69.69,61.55,65.18,59.23
Jharkhand,JH_District_4,2018,67.96,62.09,62.82,52.17
Jharkhand,JH_District_4,2019,69.68,63.6,64.22,53.96
Jharkhand,JH_District_4,2020,70.75,65.26,64.32,55.09
Jharkhand,JH_District_4,2021,71.4,64.76,65.06,57.05
Jharkhand,JH_District_4,2022,72.85,67.92,68.47,56.32
Jharkhand,JH_District_4,2023,72.69,69.61,69.1,57.55
Jharkhand,JH_District_5,2018,63.8,48.44,62.41,44.08
Jharkhand,JH_District_5,2019,64.61,50.05,63.52,45.72
Jharkhand,JH_District_5,2020,65.46,51.04,64.32,45.98
Jharkhand,JH_District_5,2021,68.74,52.27,66.76,48.4
Jharkhand,JH_District_5,2022,67.91,53.57,65.35,49.67
Jharkhand,JH_District_5,2023,72.78,56.46,68.98,52.63
Jharkhand,JH_District_6,2018,57.63,51.93,65.87,60.02
Jharkhand,JH_District_6,2019,58.84,53.69,67.0,61.53
Jharkhand,JH_District_6,2020,60.34,53.53,68.9,62.19
Jharkhand,JH_District_6,2021,60.34,56.96,69.38,63.31
Jharkhand,JH_District_6,2022,61.65,56.83,69.48,65.0
Jharkhand,JH_District_6,2023,66.21,56.66,72.81,68.74
Jharkhand,JH_District_7,2018,57.33,61.21,74.01,41.4
Jharkhand,JH_District_7,2019,58.45,62.75,74.72,42.81
Jharkhand,JH_District_7,2020,59.92,63.63,76.56,43.45
Jharkhand,JH_District_7,2021,60.87,65.09,78.15,46.77
Jharkhand,JH_District_7,2022,63.35,67.52,79.36,46.22
Jharkhand,JH_District_7,2023,63.77,69.86,77.94,49.35
Jharkhand,JH_District_8,2018,70.88,64.73,54.52,46.1
Jharkhand,JH_District_8,2019,71.84,65.68,55.17,47.33
Jharkhand,JH_District_8,2020,74.3,67.79,55.88,49.04
Jharkhand,JH_District_8,2021,75.84,68.08,58.19,50.14
Jharkhand,JH_District_8,2022,75.42,70.7,60.27,51.85
Jharkhand,JH_District_8,2023,78.14,70.48,60.46,51.54
Jharkhand,JH_District_9,2018,62.9,61.56,58.01,50.26
Jharkhand,JH_District_9,2019,64.11,62.5,59.25,51.32
Jharkhand,JH_District_9,2020,65.91,64.55,60.28,52.17
Jharkhand,JH_District_9,2021,66.48,65.21,62.28,55.26
Jharkhand,JH_District_9,2022,67.89,67.45,64.29,56.75
Jharkhand,JH_District_9,2023,69.5,66.63,65.0,56.29
Jharkhand,JH_District_10,2018,58.75,51.18,64.93,50.39
Jharkhand,JH_District_10,2019,60.24,52.32,65.64,52.01
Jharkhand,JH_District_10,2020,60.48,53.18,68.02,53.44
Jharkhand,JH_District_10,2021,61.63,55.62,68.39,54.62
Jharkhand,JH_District_10,2022,63.49,58.3,70.5,57.3
Jharkhand,JH_District_10,2023,63.25,57.43,70.3,55.49
Jharkhand,JH_District_11,2018,58.78,54.49,69.5,57.24
Jharkhand,JH_District_11,2019,59.66,55.79,70.92,58.12
Jharkhand,JH_District_11,2020,60.4,57.78,71.62,59.39
Jharkhand,JH_District_11,2021,61.42,59.79,74.09,61.35
Jharkhand,JH_District_11,2022,63.88,60.06,73.47,63.0
Jharkhand,JH_District_11,2023,67.17,62.58,72.56,63.6
Jharkhand,JH_District_12,2018,65.03,56.41,50.97,45.17
Jharkhand,JH_District_12,2019,65.87,57.28,52.31,46.59
Jharkhand,JH_District_12,2020,66.83,59.26,53.3,48.73
Jharkhand,JH_District_12,2021,68.17,60.09,54.5,48.47
Jharkhand,JH_District_12,2022,69.19,62.6,53.65,48.84
Jharkhand,JH_District_12,2023,69.93,60.69,56.41,52.22
Jharkhand,JH_District_13,2018,66.44,61.2,70.87,54.54
Jharkhand,JH_District_13,2019,67.38,62.95,72.17,55.93
Jharkhand,JH_District_13,2020,69.12,64.8,72.52,57.95
Jharkhand,JH_District_13,2021,71.72,63.68,74.51,58.91
Jharkhand,JH_District_13,2022,73.37,64.66,75.09,59.47
Jharkhand,JH_District_13,2023,70.92,69.6,74.9,60.51
Jharkhand,JH_District_14,2018,69.86,56.74,72.4,44.41
Jharkhand,JH_District_14,2019,71.13,58.47,73.09,45.58
Jharkhand,JH_District_14,2020,73.0,59.0,74.52,47.02
Jharkhand,JH_District_14,2021,74.79,61.52,75.92,47.63
Jharkhand,JH_District_14,2022,75.18,61.83,74.81,51.4
Jharkhand,JH_District_14,2023,75.92,64.91,76.07,50.6
Jharkhand,JH_District_15,2018,56.31,50.5,60.84,64.71
Jharkhand,JH_District_15,2019,58.1,52.0,62.3,65.92
Jharkhand,JH_District_15,2020,58.11,52.55,63.04,66.77
Jharkhand,JH_District_15,2021,61.44,55.86,64.35,68.88
Jharkhand,JH_District_15,2022,59.88,57.19,64.13,71.31
Jharkhand,JH_District_15,2023,64.17,55.54,65.65,73.39
Jharkhand,JH_District_16,2018,56.87,56.23,72.44,57.71
Jharkhand,JH_District_16,2019,58.3,57.33,73.81,59.06
Jharkhand,JH_District_16,2020,59.41,59.1,73.64,60.07
Jharkhand,JH_District_16,2021,61.46,59.0,76.21,60.52
Jharkhand,JH_District_16,2022,62.93,62.77,78.47,61.41
Jharkhand,JH_District_16,2023,64.41,62.57,77.95,65.07
Jharkhand,JH_District_17,2018,72.46,60.58,62.08,46.35
Jharkhand,JH_District_17,2019,73.84,61.65,62.86,47.59
Jharkhand,JH_District_17,2020,74.14,63.62,64.41,48.12
Jharkhand,JH_District_17,2021,76.23,63.9,65.04,49.77
Jharkhand,JH_District_17,2022,78.08,66.04,66.67,53.1
Jharkhand,JH_District_17,2023,77.23,66.3,69.05,50.95
Jharkhand,JH_District_18,2018,74.86,65.57,61.44,43.39
Jharkhand,JH_District_18,2019,76.17,66.91,62.05,45.11
Jharkhand,JH_District_18,2020,77.84,67.4,63.41,45.51
Jharkhand,JH_District_18,2021,78.63,68.85,65.76,47.64
Jharkhand,JH_District_18,2022,81.21,70.81,67.76,49.26
Jharkhand,JH_District_18,2023,80.69,69.95,66.41,48.6
Jharkhand,JH_District_19,2018,66.92,45.81,66.98,41.99
Jharkhand,JH_District_19,2019,68.09,46.95,67.64,42.9
Jharkhand,JH_District_19,2020,68.77,47.6,68.91,45.34
Jharkhand,JH_District_19,2021,71.05,50.44,69.76,47.02
Jharkhand,JH_District_19,2022,71.61,52.2,73.04,48.76
Jharkhand,JH_District_19,2023,75.19,52.63,74.58,46.47
Jharkhand,JH_District_20,2018,54.5,50.13,56.24,51.06
Jharkhand,JH_District_20,2019,55.31,51.36,57.31,52.16
Jharkhand,JH_District_20,2020,57.09,52.82,59.13,52.72
Jharkhand,JH_District_20,2021,59.23,53.56,59.58,55.0
Jharkhand,JH_District_20,2022,60.33,55.7,59.44,54.58
Jharkhand,JH_District_20,2023,63.01,58.97,61.55,58.53
Chhattisgarh,CG_District_1,2018,66.26,63.92,65.64,49.59
Chhattisgarh,CG_District_1,2019,67.41,64.73,66.39,51.22
Chhattisgarh,CG_District_1,2020,69.17,65.78,67.07,51.64
Chhattisgarh,CG_District_1,2021,70.72,66.83,70.33,54.89
Chhattisgarh,CG_District_1,2022,72.05,70.64,69.03,55.31
Chhattisgarh,CG_District_1,2023,71.15,68.99,71.72,54.72
Chhattisgarh,CG_District_2,2018,64.12,60.41,50.03,63.66
Chhattisgarh,CG_District_2,2019,65.24,61.9,50.76,65.27
Chhattisgarh,CG_District_2,2020,67.35,62.34,51.65,66.34
Chhattisgarh,CG_District_2,2021,68.72,62.91,54.31,66.63
Chhattisgarh,CG_District_2,2022,70.65,64.29,55.37,70.73
Chhattisgarh,CG_District_2,2023,69.28,65.53,57.52,69.22
Chhattisgarh,CG_District_3,2018,58.72,55.94,70.42,41.75
Chhattisgarh,CG_District_3,2019,59.67,56.91,71.66,43.43
Chhattisgarh,CG_District_3,2020,62.29,59.24,72.68,43.49
Chhattisgarh,CG_District_3,2021,61.94,60.99,72.97,44.84
Chhattisgarh,CG_District_3,2022,63.63,60.46,75.19,48.29
